-19 46 -30
-20 45 -30
-21 45 -29
-22 44 -29
-23 44 -29
-24 43 -29
-25 43 -29
-26 42 -29
-27 41 -28
-28 41 -28
-29 40 -28
-30 39 -28
-31 39 -28
-31 38 -28
-32 37 -27
-33 36 -27
-34 36 -27
-35 35 -27
-36 34 -27
-36 33 -27
-37 32 -27
-38 31 -26
-39 31 -26
-39 30 -26
-40 29 -26
-41 28 -26
-41 27 -26
-42 26 -25
-43 25 -25
-43 24 -25
-44 23 -25
-44 22 -25
-45 21 -25
-45 20 -24
-46 19 -24
-46 18 -24
-46 17 -24
-47 16 -24
-47 14 -24
-48 13 -23
-48 12 -23
-48 11 -23
-48 10 -23
-49 9 -23
-49 8 -23
-49 7 -22
-49 5 -22
-49 4 -22
-49 3 -22
-49 2 -22
-49 1 -22
-49 0 -22
-49 0 -21
-49 -2 -21
-49 -3 -21
-49 -4 -21
-49 -5 -21
-49 -6 -21
-49 -7 -20
-49 -8 -20
-48 -10 -20
-48 -11 -20
-48 -12 -20
-48 -13 -20
-47 -14 -19
-47 -15 -19
-47 -16 -19
-46 -17 -19
-46 -18 -19
-45 -19 -19
-45 -20 -18
-44 -22 -18
-44 -23 -18
-43 -24 -18
-43 -25 -18
-42 -26 -18
-42 -27 -17
-41 -27 -17
-40 -28 -17
-40 -29 -17
-39 -30 -17
-38 -31 -17
-37 -32 -17
-37 -33 -16
-36 -34 -16
-35 -35 -16
-34 -35 -16
-33 -36 -16
-33 -37 -16
-32 -38 -15
-31 -38 -15
-30 -39 -15
-29 -40 -15
-28 -41 -15
-27 -41 -15
-26 -42 -14
-25 -42 -14
-24 -43 -14
-23 -44 -14
-22 -44 -14
-21 -45 -14
-20 -45 -13
-19 -46 -13
-18 -46 -13
-17 -46 -13
-16 -47 -13
-15 -47 -13
-14 -47 -13
-13 -48 -12
-11 -48 -12
-10 -48 -12
-9 -49 -12
-8 -49 -12
-7 -49 -12
-6 -49 -11
-5 -49 -11
-3 -49 -11
-2 -49 -11
-1 -49 -11
0 -49 -11
0 -49 -10
1 -49 -10
2 -49 -10
4 -49 -10
5 -49 -10
6 -49 -10
7 -49 -9
8 -49 -9
9 -49 -9
10 -48 -9
11 -48 -9
13 -48 -9
14 -47 -8
15 -47 -8
16 -47 -8
17 -46 -8
18 -46 -8
19 -45 -8
20 -45 -8
21 -45 -7
22 -44 -7
23 -43 -7
24 -43 -7
25 -42 -7
26 -42 -7
27 -41 -6
28 -40 -6
29 -40 -6
30 -39 -6
31 -38 -6
32 -38 -6
33 -37 -5
34 -36 -5
34 -35 -5
35 -35 -5
36 -34 -5
37 -33 -5
37 -32 -4
38 -31 -4
39 -30 -4
40 -29 -4
40 -28 -4
41 -27 -4
42 -26 -3
42 -25 -3
43 -25 -3
43 -24 -3
44 -22 -3
44 -21 -3
45 -20 -3
45 -19 -2
46 -18 -2
46 -17 -2
47 -16 -2
47 -15 -2
47 -14 -2
48 -13 -1
48 -12 -1
48 -11 -1
48 -10 -1
49 -8 -1
49 -7 -1
49 -6 0
49 -5 0
49 -4 0
49 -3 0
49 -2 0
49 0 0
49 0 0
49 1 0
49 2 0
49 3 0
49 4 0
49 5 0
49 7 1
49 8 1
49 9 1
48 10 1
48 11 1
48 12 1
48 13 1
47 14 2
47 16 2
46 17 2
46 18 2
46 19 2
45 20 2
45 21 3
44 22 3
44 23 3
43 24 3
43 25 3
42 26 3
41 27 4
41 28 4
40 29 4
39 30 4
39 31 4
38 32 4
37 32 5
36 33 5
36 34 5
35 35 5
34 36 5
33 37 5
32 37 5
31 38 6
30 39 6
30 39 6
29 40 6
28 41 6
27 41 6
26 42 7
25 43 7
24 43 7
23 44 7
22 44 7
21 45 7
20 45 8
19 46 8
18 46 8
16 47 8
15 47 8
14 47 8
13 48 9
12 48 9
11 48 9
10 48 9
9 49 9
8 49 9
6 49 10
5 49 10
4 49 10
3 49 10
2 49 10
1 49 10
0 49 10
-1 49 11
-2 49 11
-3 49 11
-4 49 11
-5 49 11
-6 49 11
-7 49 12
-9 49 12
-10 48 12
-11 48 12
-12 48 12
-13 48 12
-14 47 13
-15 47 13
-16 47 13
-17 46 13
-18 46 13
-20 45 13
-21 45 14
-22 44 14
-23 44 14
-24 43 14
-25 43 14
-26 42 14
-27 42 15
-28 41 15
-29 40 15
-29 40 15
-30 39 15
-31 38 15
-32 37 15
-33 37 16
-34 36 16
-35 35 16
-35 34 16
-36 33 16
-37 33 16
-38 32 17
-39 31 17
-39 30 17
-40 29 17
-41 28 17
-41 27 17
-42 26 18
-42 25 18
-43 24 18
-44 23 18
-44 22 18
-45 21 18
-45 20 19
-46 19 19
-46 18 19
-46 17 19
-47 16 19
-47 15 19
-47 14 20
-48 12 20
-48 11 20
-48 10 20
-49 9 20
-49 8 20
-49 7 20
-49 6 21
-49 5 21
-49 3 21
-49 2 21
-49 1 21
-49 0 21
-49 0 22
-49 -1 22
-49 -3 22
-49 -4 22
-49 -5 22
-49 -6 22
-49 -7 23
-49 -8 23
-49 -9 23
-48 -10 23
-48 -12 23
-48 -13 23
-47 -14 24
-47 -15 24
-47 -16 24
-46 -17 24
-46 -18 24
-45 -19 24
-45 -20 24
-44 -21 25
-44 -22 25
-43 -23 25
-43 -24 25
-42 -25 25
-42 -26 25
-41 -27 26
-40 -28 26
-40 -29 26
-39 -30 26
-38 -31 26
-38 -32 26
-37 -33 27
-36 -34 27
-35 -34 27
-34 -35 27
-34 -36 27
-33 -37 27
-32 -38 28
-31 -38 28
-30 -39 28
-29 -40 28
-28 -40 28
-27 -41 28
-26 -42 29
-25 -42 29
-24 -43 29
-23 -43 29
-22 -44 29
-21 -44 29
-20 -45 29
-19 -45 30
-18 -46 30
-17 -46 30
-16 -47 30
-15 -47 30
-14 -47 30
-13 -48 31
-12 -48 31
-11 -48 31
-9 -49 31
-8 -49 31
-7 -49 31
-6 -49 32
-5 -49 32
-4 -49 32
-3 -49 32
-1 -49 32
0 -49 32
0 -49 33
1 -49 33
2 -49 33
3 -49 33
4 -49 33
6 -49 33
7 -49 34
8 -49 34
9 -49 34
10 -48 34
11 -48 34
12 -48 34
14 -47 34
15 -47 35
16 -47 35
17 -46 35
18 -46 35
19 -46 35
20 -45 35
21 -45 36
22 -44 36
23 -44 36
24 -43 36
25 -42 36
26 -42 36
27 -41 37
28 -41 37
29 -40 37
30 -39 37
31 -39 37
32 -38 37
33 -37 38
33 -36 38
34 -36 38
35 -35 38
36 -34 38
37 -33 38
37 -32 38
38 -31 39
39 -30 39
40 -29 39
40 -29 39
41 -28 39
41 -27 39
42 -26 40
43 -25 40
43 -24 40
44 -23 40
44 -22 40
45 -21 40
45 -20 41
46 -19 41
46 -17 41
47 -16 41
47 -15 41
47 -14 41
48 -13 42
48 -12 42
48 -11 42
48 -10 42
49 -9 42
49 -7 42
49 -6 43
49 -5 43
49 -4 43
49 -3 43
49 -2 43
49 -1 43
49 0 43
49 1 44
49 2 44
49 3 44
49 4 44
49 5 44
49 6 44
49 8 45
49 9 45
48 10 45
48 11 45
48 12 45
48 13 45
47 14 46
47 15 46
47 16 46
46 18 46
46 19 46
45 20 46
45 21 47
44 22 47
44 23 47
43 24 47
43 25 47
42 26 47
41 27 48
41 28 48
40 29 48
39 30 48
39 30 48
38 31 48
37 32 48
37 33 49
36 34 49
35 35 49
34 36 49
33 36 49
32 37 49
32 38 50
31 39 50
30 39 50
29 40 50
28 41 50
27 41 50
26 42 51
25 43 51
24 43 51
23 44 51
22 44 51
21 45 51
20 45 52
19 46 52
18 46 52
17 46 52
16 47 52
15 47 52
13 48 53
12 48 53
11 48 53
10 48 53
9 49 53
8 49 53
7 49 53
6 49 54
4 49 54
3 49 54
2 49 54
1 49 54
0 49 54
0 49 55
-2 49 55
-3 49 55
-4 49 55
-5 49 55
-6 49 55
-7 49 56
-8 49 56
-9 48 56
-11 48 56
-12 48 56
-13 48 56
-14 47 57
-15 47 57
-16 47 57
-17 46 57
-18 46 57
-19 45 57
-20 45 57
-21 44 58
-22 44 58
-23 43 58
-24 43 58
-25 42 58
-26 42 58
-27 41 59
-28 40 59
-29 40 59
-30 39 59
-31 38 59
-32 38 59
-33 37 60
-34 36 60
-35 35 60
-35 34 60
-36 34 60
-37 33 60
-38 32 61
-38 31 61
-39 30 61
-40 29 61
-40 28 61
-41 27 61
-42 26 62
-42 25 62
-43 24 62
-43 23 62
-44 22 62
-45 21 62
-45 20 62
-45 19 63
-46 18 63
-46 17 63
-47 16 63
-47 15 63
-47 14 63
-48 13 64
-48 12 64
-48 10 64
-49 9 64
-49 8 64
-49 7 64
-49 6 65
-49 5 65
-49 4 65
-49 2 65
-49 1 65
-49 0 65
